latitude,longitude,walkscore,bikescore,transitscore
44.93699,-92.90754,36,null,null
44.90058,-92.87384,6,null,null
44.94829,-93.19014,56,75,null
44.98117,-93.11052,50,47,null
45.00599,-93.07436,11,null,null
44.9566,-93.06112,61,54,null
45.03462,-93.04815,13,null,null
44.95776,-93.04341,38,51,null
44.98839,-93.04057,38,50,null
45.00896,-93.03958,28,null,null
44.93055,-92.99209,13,null,null
44.91209,-92.97648,26,null,null
44.90307,-92.97119,11,null,null
44.95884,-92.97092,35,null,null
44.9013,-92.96269,13,null,null
45.0071,-92.96221,7,null,null
45.01728,-92.95747,1,null,null
44.93136,-92.90188,13,null,null
44.92074,-92.89888,13,null,null
44.9108,-92.88938,4,null,null
44.95745,-93.15078,70,73,null
44.96224,-93.12198,69,76,null
44.94128,-93.11536,70,63,null
45.00806,-93.0864,21,null,null
44.9833,-93.07642,53,56,null
44.97591,-93.06023,73,56,null
44.99529,-93.05093,15,null,null
44.99094,-93.04932,18,56,null
44.94778,-93.03229,31,43,null
44.96318,-93.03009,41,48,null
44.91009,-93.00252,5,null,null
45.00446,-92.98098,15,null,null
45.00432,-92.9748,9,null,null
44.98683,-92.97139,3,null,null
44.96071,-92.96718,41,null,null
44.90456,-92.96198,17,null,null
44.96798,-92.95043,29,null,null
44.90608,-92.94473,6,null,null
44.96459,-93.1808,49,78,null
44.96174,-93.17053,82,79,null
44.94566,-93.16783,83,80,null
44.92556,-93.16332,70,63,null
44.96654,-93.15695,53,58,null
44.94298,-93.14739,83,78,null
44.9512,-93.13521,70,58,null
44.97206,-93.13309,41,60,null
44.96316,-93.13303,56,64,null
44.95852,-93.12858,83,73,null
44.99406,-93.09392,35,null,null
45.0048,-93.08753,24,null,null
45.00172,-93.0838,20,null,null
44.97024,-93.0622,77,68,null
44.97823,-93.05595,68,71,null
45.032,-93.05425,4,null,null
44.9497,-93.03504,42,47,null
44.96501,-93.02985,42,41,null
44.97774,-93.00728,5,48,null
44.94312,-92.99062,17,null,null
45.02597,-92.97898,30,null,null
44.93396,-92.97862,25,null,null
44.95038,-92.97203,18,null,null
44.98444,-92.97002,6,null,null
44.98283,-92.96797,3,null,null
44.96333,-92.95134,46,null,null
44.90389,-92.94991,4,null,null
44.91782,-92.94947,26,null,null
44.8977,-92.9373,5,null,null
45.03083,-92.9345,0,null,null
44.95277,-92.90752,8,null,null
44.90108,-92.87458,6,null,null
44.96607,-93.20659,73,80,null
44.91074,-93.1832,52,53,null
44.9082,-93.17788,31,33,null
44.96219,-93.17683,71,83,null
44.94941,-93.17176,77,77,null
44.93698,-93.1619,65,69,null
44.96093,-93.15781,66,75,null
44.91974,-93.13623,55,76,null
44.98665,-93.13481,25,48,null
44.93802,-93.125,78,68,null
44.9662,-93.09618,43,53,null
44.93545,-93.08789,59,51,null
44.96869,-93.07761,77,76,null
44.96795,-93.01323,31,52,null
45.02834,-93.00814,41,null,null
44.96499,-92.97926,38,null,null
44.96945,-92.9746,26,null,null
45.01923,-92.96712,9,null,null
44.97052,-92.96438,42,null,null
44.99265,-92.94896,15,null,null
44.87344,-92.9152,0,null,null
44.90776,-92.88448,7,null,null
44.96596,-93.19518,72,71,null
44.90534,-93.18607,33,64,null
44.93134,-93.16869,71,68,null
44.93335,-93.16422,71,69,null
44.93691,-93.16376,68,71,null
44.93529,-93.11685,56,78,null
44.96935,-93.10829,67,53,null
44.97083,-93.08472,62,64,null
44.99429,-93.07084,11,null,null
45.01677,-93.05861,16,null,null
44.99017,-93.01267,29,54,null
44.97646,-93.01028,7,48,null
44.96753,-93.0062,37,58,null
44.97227,-92.98587,44,null,null
44.91222,-92.97408,26,null,null
44.90604,-92.96039,18,null,null
44.91837,-92.95172,36,null,null
44.9072,-92.92255,3,null,null
44.89753,-92.88533,1,null,null
44.90011,-92.87465,6,null,null
44.93061,-93.18907,56,71,null
44.89954,-93.18263,34,57,null
44.98743,-93.12968,19,39,null
44.92803,-93.0976,47,58,null
44.92205,-93.0868,41,32,null
44.92351,-93.08499,44,33,null
45.0081,-93.08013,13,null,null
44.98085,-93.07256,66,56,null
44.97638,-93.07079,83,53,null
44.95576,-93.05976,59,53,null
44.99433,-93.05366,14,null,null
44.99503,-93.04813,22,null,null
44.9567,-93.04485,42,53,null
44.97115,-93.03153,40,35,null
44.91011,-92.99977,2,null,null
44.94775,-92.9895,15,null,null
44.9445,-92.94597,36,null,null
44.93986,-92.94406,52,null,null
44.91751,-92.91763,16,null,null
44.89252,-92.88787,1,null,null
44.89546,-92.87942,0,null,null
44.99238,-92.87577,10,null,null
